URI	rdf:type	skos:prefLabel	skos:altLabel	skos:hiddenLabel	skos:definition	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
2141	skos:Concept	Satire							EP346860
2142	skos:Concept	Sautereau			Lame de bois mince, armée d'un petit morceau de plume ou de peau de buffle qui, dans les clavecins, était poussée contre les cordes, frappait et produisait le son en s'échappant.		888.0		EP346102
2143	skos:Concept	Saynète							
2144	skos:Concept	Scène biblique							PMB1650
2145	skos:Concept	Scène de divertissement					981.0		EP346526
2146	skos:Concept	Scène de pièce de théâtre							EP346861
2147	skos:Concept	Scène de théâtre					2127.0		EP346858
2148	skos:Concept	Scène dramatique							PMB1651
2149	skos:Concept	Scénographie							EP346862
2150	skos:Concept	Schola							
2151	skos:Concept	Science							PMB23301
2152	skos:Concept	Sculpteur							EP346864
2153	skos:Concept	Sculpture					244.0		EP345803;PMB1652
2154	skos:Concept	Seconde			Intervalle d'un degré conjoint; ainsi, les marches diatoniques se font toutes sur les intervalles de seconde. On distingue quatre sortes de secondes : 1° la seconde majeure formée d'un ton entier : 2° la seconde mineure, formée d'un demi-ton ; 3° la seconde augmentée, formée d'un ton et demi ; 4° Enfin la seconde minime qui appartient au genre enharmonique, et ne peut pas être employée dans la musique.				
2155	skos:Concept	Semaine							
2156	skos:Concept	Semaine sainte							EP346865;PMB1653
2157	skos:Concept	Senza la cara							PMB23143
2158	skos:Concept	Sept Douleurs de Marie							
2159	skos:Concept	Septième			Intervalle dissonant de sept degrés. Il y a trois sortes de septièmes, la septième mineure, la septième majeure et la septième diminuée.				
2160	skos:Concept	Septuagésime							
2161	skos:Concept	Septuor instrumental							PMB1654
2162	skos:Concept	Sépulture							
2163	skos:Concept	Sépulture des enfants							
2164	skos:Concept	Séquence					1088.0		EP346199;PMB1655
2165	skos:Concept	Séquence à la Vierge Marie						Stabat Mater	PMB1656
2166	skos:Concept	Sérénade			Les sérénades sont des concerts donnés la nuit en plein air. Aussi l'étymologie de ce mot semblet-elle venir du mot italien sereno. Il y a peu de conditions essentielles pour la composition des morceaux exécutés en sérénade. On peut cependant dire que l'on a généralement choisi des mélodies tristes et langoureuses de nature à laisser la personne à qui on offrait cet hommage dans un vague demi-sommeil qui lui permettait à peine dans cette occasion de distinguer la réalité du rêve. Les tons bémolisés, surtout ceux de mi et de la, dont la douce harmonie s'accorde bien avec le mystère dont les exécutants cherchent d'ordinaire à s'environner, seraient heureusement employés. La véritable patrie de ces concerts nocturnes, c'est l'Espagne et l'Italie. Voilà où il faut chercher l'origine de la sérénade. Elle se plaisait surtout dans les chaudes contrées, où la nuit est l'instant de toutes les intrigues d'amour. A Venise, les gondoliers ont conservé les traditions de la sérénade dans les barcarolles que la nuit ils > font entendre sur les lagunes.				PMB1657
2167	skos:Concept	Sérénade instrumentale							
2168	skos:Concept	Sérénade vocale							EP346869
2169	skos:Concept	Série harmonique							
2170	skos:Concept	Serpent (instrument)			Instrument à vent que l'on embouche par le moyen d'un bocal. Le serpent est un cornet replié pour le rendre moins long, et pour que les doigts puissent atteindre les trous qui en règlent l'intonation. Ses replis et sa forme lui ont fait donner le nom de serpent. On se sert de cet instrument dans les églises pour soutenir, le choeur, et il était en usage autrefois dans les musiques militaires pour exécuter avec le trombone la partie de contrebasse.				PMB1658
2171	skos:Concept	Sexagésime							
2172	skos:Concept	Sexte							
2173	skos:Concept	Sextuor			Composition à six parties obligées. Le sextuor vocal est accompagné par l'orchestre ou le piano. Le sextuor instrumental se borne toujours aux six instruments pour lesquels il est composé. Boccherini a écrit des sextuors pour flûte, deux violons-, viole et deux violoncelles. Les sextuors pour deux clarinettes, deux cors et deux bassons, sont d'un bon effet.				EP346871
2174	skos:Concept	Sextuor à cordes					2173.0		EP346872
2175	skos:Concept	Sextuor à vents							
2176	skos:Concept	Sextuor instrumental							PMB1659
2177	skos:Concept	Sexualité et musique							PMB22993
2178	skos:Concept	Sicilienne			C'est une danse napolitaine à 6/8 qui doit s'exécuter allégro. Le dessin mélodique est binaire, c'est-à-dire semblable de deux en deux mesures. Elle a les mêmes proportions que ses soeurs, la polka et la mazurka, c'est-à-dire trois périodes et huit ou seize mesures terminatives après le rappel du premier motif, quelquefois des deux premiers.		52.0		EP345755
2179	skos:Concept	Siècle des Lumières							PMB1660
2180	skos:Concept	Sifflet			Petit instrument avec lequel on siffle ; c'est une manière de manifester son improbation.				
2181	skos:Concept	Signe de liaison							
2182	skos:Concept	Signe de mesure							
2183	skos:Concept	Signe musical					1587.0		EP346658
2184	skos:Concept	Silence			Nom générique des signes qui correspondent aux différentes valeurs des notes, et marquent l'interruption des sons pendant toute la durée de ces mêmes valeurs. Le silence d'une ronde se nomme pause, et se marque par une petite barre horizontale; celui d'une blanche, demi-pause, et se figure de même, à cela près de la différence de position sur la portée. Le silence d'une noire s'appelle soupir, celui d'une croche demisoupir, ainsi de suite.				
2185	skos:Concept	Simandre							
2186	skos:Concept	Siméon							PMB1661
2187	skos:Concept	Fête de saint Simon et saint Jude							
2188	skos:Concept	Simphonie					1796.0		EP346583
2189	skos:Concept	Singspiel							PMB1662
2190	skos:Concept	Sistre			Ancien instrument de percussion des Egyptiens, dont on se servait dans les cérémonies religieuses et dans la musique militaire; il était ovale, sa forme était semblable à une raquette, et fait d'une lame de métal sonore, dont la circonférence était percée de divers trous opposés, par lesquels passaient plusieurs baguettes de métal. On agitait le sistre en cadence pour lui faire rendre un son.				
2191	skos:Concept	Sixte							
2192	skos:Concept	Sizain							
2193	skos:Concept	Société							PMB23356
2194	skos:Concept	Société de concerts							EP346874
2195	skos:Concept	Société de Jésus							PMB1663
2196	skos:Concept	Société musicale							EP346875
2197	skos:Concept	Société musicale							
2198	skos:Concept	Solfège			On nomme solfège, ou plutôt solféges, tout recueil d'exercices, d'études ou d'airs disposés le plus ordinairement dans un ordre progressif, et destinés à être solfiés, c'est-à-dire chantés, en prononçant les syllabes qui servent de dénomination aux notes. Le nom de solfège s'applique également aux livres élémentaires qui enseignent les principes de la musique en généra], et qui contiennent des leçons pour exercer les élèves a solfier. Toute bonne éducation musicale doit commencer par une longue pratique des solfèges, même quand on doit se borner à apprendre à jouer d'un instrument quelconque ; car il n'y a rien de comparable aux exercices de solmisation pour acquérir le sentiment de la mesure et la justesse de l'intonation. Presque tous les peuples de l'Europe, hors les Allemands, emploient pour solfier les syllabes correspondantes aux sept notes de la gamme de Guido d'Arezzo, si ce n'est qu'ils remplacent la première syllabe du premier degré ut par cette autre do, comme moins sourde et plus douce à prononcer.				
2199	skos:Concept	Solfège livre					1683.0		EP346711
2200	skos:Concept	Solfège théorie							EP346876
2201	skos:Concept	Soliste					1476.0		EP346502
2202	skos:Concept	Solmisation			C'est l'action de solfier ou solmiser. Dans l'école française, comme dans celle d'Italie, on solfie les notes en les nommant par leur nom : ut, ré, mi, fa, sol, la, si. Il est à remarquer que ces sept lettres correspondent aux sept syllabes de l'hymne de SaintJean. Dt queant Iaxis Solve polluti Resonare fibris, Labii reatum, Mira gestorum Sancta Joahnis Famuli tuorum, Etc., etc. Le mot solmisation, comme le solfége, vient de ce que l'échelle diatonique sur laquelle était basé ce genre d'étude commençait par sol. Il en est de cette étymologie comme de celle du mot alphabet, qui vient du nom des deux premières lettres grec alpha et bêta, dont on a composé le terme qui est en usage dans notre langue. Les Allemands et les Anglais se servent pour solfier des lettres romaines A, B, C, D, E, F, G, substituées par saint Grégoire, au VIe siècle, aux lettres grecques.				EP346877;PMB1664
2203	skos:Concept	Solo vocal							PMB1665
2204	skos:Concept	Sommeil					1108.0		EP346208
2205	skos:Concept	Sommier					892.0		EP346119
2206	skos:Concept	Son			Le son n'est point un corps ou un être matériel, mais seulement une propriété d'autres corps, notamment de l'air qui le produit sous l'influence des agents qui le font entrer en vibration ; car on sait qu'il n'y a pas de son possible dans le vide. L'on sait de même que toute espèce de son est incontestablement déterminée par la vibration des corps élastiques, et que son plus ou moins grand caractère d'unité dépend du nombre plus ou moins grand de ces vibrations. L'air n'est pas le seul véhicule du son, quoiqu'il en soit le plus ordinaire, et l'on sait même, depuis Descartes, qu'il se transmet plus rapidement par le moyen des liquides que par celui des gaz et des fluides. La transmission par ces derniers, notamment par l'air, est surtout bien moins rapide que par les solides, tels que le bois, le fer, par exemple. On distingue trois choses dans un son : son intensité qui dépend de l'étendue des vibrations, son timbre qui varie avec la nature même du corps vibrant et le ton qui est déterminé par la vitesse des vibrations. Les nuances des sons varient à l'infini, comme le nombre des vibrations qui les produisent. On nomme intervalle le rapport d'un son à un autre, ou plutôt le rapport entre les nombres de vibrations qui produisent ces sons. Les intervalles prennent différents noms, relativement au nombre de sons qui se trouvent entre ceux que l'on compare. On les nomme seconde, tierce, quarte, quinte, sixième, septième, octave, quand les sons composés se suivent immédiatement, ou quand l'oreille peut intercaler 1, 2, 3, 4, 5, 6 sons intermédiaires. Le mot bruit, pris quelquefois pour synonyme de son, est spécialement consacré à caractériser, en fait de sons, tous ceux qui ne sont pas ce qu'on nomme musicaux proprement dits.		25.0		EP345665;PMB1666
2207	skos:Concept	Son coupé							
2208	skos:Concept	Son fixe							
2209	skos:Concept	Son fondamental							
2210	skos:Concept	Son harmonique					2206.0		EP345676
2211	skos:Concept	Sonate			La sonate, du mot italien suonare, sonner, s'applique au jeu de tous les instruments ; c'est une pièce de musique instrumentale, quelquefois avec accompagnement. Elle prend le nom de trio, quand elle est accompagnée par un troisième instrument. La sonate se compose ordinairement de deux ou trois morceaux : 1° allégro ; 2° adagio ; 3° rondo ou presto. Toutefois, Sébastien Bach a composé des sonates à quatre et même cinq morceaux, qui ont obtenu longtemps un grand succès. La sonate se rapproche du concerto et de la fantaisie, en ce sens qu'elle est un morceau d'exécution composé pour faire briller l'artiste; mais le style en est plus sévère; de sorte qu'elle est en même temps une véritable étude, un exercice, et quelquefois une pièce fort difficile pour un seul instrument. Quelque resserré que soit le cadre dans lequel se renferme cette composition musicale, un harmoniste habile peut y jeter des effets d'une certaine puissance ; il doit même s'attacher à tempérer la sévérité un peu pédagogique du genre par de gracieuses mélodies, des thèmes originaux et des accompagnements variés. La sonate demande à être jouée avec une irréprochable précision ; elle ne souffre ni broderies, ni périphrases, ni aucun de ces traits brillants, mais parasites, désignés dans l'école sous le nom de fioritures. Presque tout le dix-huitième siècle fut l'esclave de la sonate, et chacun connaît la boutade que ce culte exclusif pour une idole maintenant tombée, inspira à Fontenelle. De notre temps, M. Pétis, parodiant l'exclamation comique de l'ingénieux auteur de la Pluralité des motides, a pu dire : Sonate, où es-tu? Et de fait, la sonate est morte, morte à petit bruit, sans funérailles, sans oraison funèbre.		1796.0		EP346584;PMB1667
